"Product","Status","5K Pricing","CPU","Architecture","Family/Core","Program Memory Size (Kbytes)","Program Memory Size (KWords)","Bootload capable","RAM (bytes)","EEPROM / HEF","I/O Pins","Pin count","Max. CPU Speed MHz","Peripheral Pin Select (PPS)","Vbat for battery backup","Brown-Out Reset (BOR)","Low Voltage Detection","Power On Reset (POR)","Internal Oscillator","Hardware RTCC","Watch Dog Timers (WDT)","# of Comparators","Operational Amplifier","# of A/D Converters","Total # of A/D channels","Max A/D Resolution (bits)","ADC Mode:Max A/D Sample Rate (ksps)","ADCC with Computation","Number of D/A Converters","Number of DAC outputs","Max D/A Resolution (bits)","Internal Voltage Reference (Bandgap)","Zero Cross detect","Slope Compensation / Programmable Ramp Generator","Data Signal Modulator (DSM)","CTMU","Max 8 Bit Digital Timers","Max 16 Bit Digital Timers","Signal Measurement Timer","Hardware Limit Timer","Stand alone PWM","Capture / Compare/PWM (CCP)","Enhanced Capture/Compare/PWM (ECCP)","Max # PWM outputs (including complementary outputs)","Number of PWM Time Bases","Max PWM Resolution (bits)","Quadrature Encoder Interface (QEI)","Angular Timer","Math Accelerator","UART","SPI™","I2C","Number of USB Modules","USB Speed","USB Active Clock Tuning","# of CAN Modules","CAN Transmit Buffers","CAN Receive Buffers","Ethernet","LIN","IrDA","Parallel Port","Windowed Watchdog Timer (WWDT)","CRC/Scan","Configurable Logic Cell Modules (CLC)","Complementary Waveform Generator (CWG) / Complementary Output Generator (COG)","Numerically Controlled Oscillator (NCO)","Programmable switched mode controller","Hardware Cap Voltage Divider ","Cap. Touch Channels","Segment LCD","Keeloq Hardware","Security, Encryption and Authentication ","JTAG","Temp. Range Min.","Temp. Range Max.","Operation Voltage Min.(V)","Operation Voltage Max.(V)","High Voltage Capable","Packages"
" PIC32MZ0512EFE100","In Production ","$6.16","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ0512EFE124","In Production ","$6.58","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ0512EFE144","In Production ","$6.99","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ0512EFF064","In Production ","$5.85","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ0512EFF100","In Production ","$6.30","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ0512EFF124","In Production ","$6.72","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ0512EFF144","In Production ","$7.13","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ0512EFK064","In Production ","$5.99","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ0512EFK100","In Production ","$6.44","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ0512EFK124","In Production ","$6.86","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ0512EFK144","In Production ","$7.27","32-bit MIPS MCU","32","32-bit MCU","512","128","Yes","131072","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFE064","In Production ","$6.13","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFE100","In Production ","$6.58","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFE124","In Production ","$7.00","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFE144","In Production ","$7.41","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","12000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFF064","In Production ","$6.27","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFF100","In Production ","$6.72","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFF124","In Production ","$7.14","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFF144","In Production ","$7.55","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFG064","In Production ","$6.83","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFG100","In Production ","$7.28","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFG124","In Production ","$7.70","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFG144","In Production ","$8.11","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","0","0","0","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFH064","In Production ","$6.97","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFH100","In Production ","$7.42","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFH124","In Production ","$7.84","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFH144","In Production ","$8.25","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFK064","In Production ","$6.41","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFK100","In Production ","$6.86","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFK124","In Production ","$7.28","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFK144","In Production ","$7.69","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1024EFM064","In Production ","$7.11","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","53","64","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","24","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","4","4","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","64/TQFP 64/QFN"
" PIC32MZ1024EFM100","In Production ","$7.56","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","78","100","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","40","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","100/TQFP"
" PIC32MZ1024EFM124","In Production ","$7.98","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","98","124","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","124/VTLA"
" PIC32MZ1024EFM144","In Production ","$8.39","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","524288","0 / HEF","120","144","200","Yes","No","BOR","LVD","Yes","8 MHz, 32 kHz ","Yes","Yes","2","0","6","48","12","18000","No","0","0","0","Yes","No","0"," ","No","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","HS Device/Host/OTG","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","125","2.2","3.6","No","144/LQFP 144/TQFP"
" PIC32MZ1025DAA169","In Production ","$8.10","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","169","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","169/LFBGA"
" PIC32MZ1025DAA176","In Production ","$8.90","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","176","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","176/LQFP"
" PIC32MZ1025DAA288","In Production ","$9.12","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","288","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","1","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","288/LFBGA"
" PIC32MZ1025DAB169","In Production ","$8.18","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","169","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","169/LFBGA"
" PIC32MZ1025DAB176","In Production ","$9.27","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","176","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","176/LQFP"
" PIC32MZ1025DAB288","In Production ","$9.50","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","262144","0 / HEF","120","288","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","288/LFBGA"
" PIC32MZ1025DAG169","In Production ","$10.34","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","33030144","0 / HEF","120","169","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","169/LFBGA"
" PIC32MZ1025DAG176","In Production ","$11.23","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","33030144","0 / HEF","120","176","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","No","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","176/LQFP"
" PIC32MZ1025DAH169","In Production ","$10.78","32-bit MIPS MCU","32","32-bit MCU","1024","256","Yes","33030144","0 / HEF","120","169","200","Yes","Yes","BOR","LVD","Yes","8 MHz, 32 KHz ","Yes","Yes","2","0","6","45","12","18000","No","0","0","0","Yes","No","0"," ","Yes","0","9","0","0","0","0","0","0","0","32","0","No","No","6","6","5","1","High Speed","No","2","32","32","10/100 Base-TX Mac","Yes","Yes","PMP","Yes","Yes","0","0","0","0","Yes","0","0","No","Yes","Debug/Program/Boundary Scan","-40","85","2.2","3.6","No","169/LFBGA"
